company,city,country,award,team_size,service,hourly_charges,company_logo,link,data_source,team_size_min,team_size_max,hourly_rate_min,hourly_rate_max
One Touch Web Designs,Canberra,Australia,No Award,9-Feb,SMM,$70-150/h,https://rest.techbehemoths.com/storage/images/companies/43473/one_touch_web_designs.jpg,https://techbehemoths.com//company/one-touch-web-designs,https://techbehemoths.com/,9.0,9.0,70.0,150.0
Digital Sapiens Dubai,Dubai,United Arab Emirates,No Award,Oct-49,Direct Marketing,Hourly chargest not mentioned,https://rest.techbehemoths.com/storage/images/companies/41641/digital_sapiens.png,https://techbehemoths.com//company/digital-sapiens-dubai,https://techbehemoths.com/,49.0,49.0,,
Fat Beehive Ltd,London,United Kingdom,No Award,Oct-49,Web Design,$70-150/h,https://rest.techbehemoths.com/storage/images/companies/55858/fat_beehive_image.jpg,https://techbehemoths.com//company/fat-beehive,https://techbehemoths.com/,49.0,49.0,70.0,150.0
WebBox,Penarth,United Kingdom,No Award,9-Feb,Custom Software Development,$150-250/h,https://rest.techbehemoths.com/storage/images/companies/45583/webbox_logo.png,https://techbehemoths.com//company/webbox,https://techbehemoths.com/,9.0,9.0,150.0,250.0
Degree 53,Manchester,United Kingdom,No Award,50-249,Web Development,$150-250/h,https://rest.techbehemoths.com/storage/images/companies/55599/degree53-facebook-icon.png,https://techbehemoths.com//company/degree-53,https://techbehemoths.com/,50.0,249.0,150.0,250.0
Sheer Digital,London,United Kingdom,No Award,9-Feb,UX/UI Design,$30-70/h,https://rest.techbehemoths.com/storage/images/companies/46793/b2ba4d12ff41fd1d00ce819464ee64ac.jpeg,https://techbehemoths.com//company/sheer-digital,https://techbehemoths.com/,9.0,9.0,30.0,70.0
ARCH,London,United Kingdom,No Award,9-Feb,Mobile App Development,Head office in:,https://rest.techbehemoths.com/storage/images/companies/46884/arch-logo_400x400_0.jpg,https://techbehemoths.com//company/arch,https://techbehemoths.com/,9.0,9.0,,
Cube Online,Rosebery,Australia,No Award,50-249,SEO,Hourly chargest not mentioned,https://rest.techbehemoths.com/storage/images/companies/28337/361634df4bb6750083cce9f91170c516.png,https://techbehemoths.com//company/cube-online,https://techbehemoths.com/,50.0,249.0,,
Wiredcraft,Shanghai,China,No Award,50-249,UX/UI Design,$70-150/h,https://rest.techbehemoths.com/storage/images/companies/56229/wiredcraft_200x200.png,https://techbehemoths.com//company/wiredcraft,https://techbehemoths.com/,50.0,249.0,70.0,150.0
Verdant Spark Ltd,Dunbar,United Kingdom,No Award,9-Feb,E-Commerce Development,$70-150/h,https://rest.techbehemoths.com/storage/images/companies/51680/12eac0679b1dabce76cf8d61553a8e0c.png,https://techbehemoths.com//company/verdant-spark,https://techbehemoths.com/,9.0,9.0,70.0,150.0
Danger Farms,London,United Kingdom,No Award,Oct-49,Custom Software Development,$250+/h,https://rest.techbehemoths.com/storage/images/companies/51663/d6ed4227c58e7a79205d1f5176993493.png,https://techbehemoths.com//company/danger-farms,https://techbehemoths.com/,49.0,49.0,250.0,250.0
WSI Digital Web,Belfast,United Kingdom,No Award,Oct-49,Web Development,$30-70/h,https://rest.techbehemoths.com/storage/images/companies/39140/wsi_digital.png,https://techbehemoths.com//company/wsi-digital-web,https://techbehemoths.com/,49.0,49.0,30.0,70.0
The Dewsign Consultancy,Cornwall,United Kingdom,No Award,9-Feb,Web Design,Hourly chargest not mentioned,https://rest.techbehemoths.com/storage/images/companies/52662/dewsign.png,https://techbehemoths.com//company/dewsign-consultancy,https://techbehemoths.com/,9.0,9.0,,
Kunshan Sofmit CloudWise,Chengdu,China,No Award,"1,000-9,999",Custom Software Development,Head office in:,https://rest.techbehemoths.com/storage/images/companies/53565/screen_shot_2018-10-15_at_9.41.24_am_0.png,https://techbehemoths.com//company/kunshan-sofmit-cloudwise,https://techbehemoths.com/,,,,
Business Pro Designs,Brentford,United Kingdom,No Award,250-999,Web Design,$150-250/h,https://rest.techbehemoths.com/storage/images/companies/52690/buspro.jpg,https://techbehemoths.com//company/business-pro-designs,https://techbehemoths.com/,250.0,999.0,150.0,250.0
Monkfish,London,United Kingdom,No Award,9-Feb,Web Design,$70-150/h,https://rest.techbehemoths.com/storage/images/companies/31122/monkfish_logo.png,https://techbehemoths.com//company/monkfish,https://techbehemoths.com/,9.0,9.0,70.0,150.0
Wiredcraft,Shanghai,China,No Award,50-249,UX/UI Design,$70-150/h,https://rest.techbehemoths.com/storage/images/companies/56229/wiredcraft_200x200.png,https://techbehemoths.com//company/wiredcraft,https://techbehemoths.com/,50.0,249.0,70.0,150.0
Verdant Spark Ltd,Dunbar,United Kingdom,No Award,9-Feb,E-Commerce Development,$70-150/h,https://rest.techbehemoths.com/storage/images/companies/51680/12eac0679b1dabce76cf8d61553a8e0c.png,https://techbehemoths.com//company/verdant-spark,https://techbehemoths.com/,9.0,9.0,70.0,150.0
Danger Farms,London,United Kingdom,No Award,Oct-49,Custom Software Development,$250+/h,https://rest.techbehemoths.com/storage/images/companies/51663/d6ed4227c58e7a79205d1f5176993493.png,https://techbehemoths.com//company/danger-farms,https://techbehemoths.com/,49.0,49.0,250.0,250.0
Cube Online,Rosebery,Australia,No Award,50-249,SEO,Hourly chargest not mentioned,https://rest.techbehemoths.com/storage/images/companies/28337/361634df4bb6750083cce9f91170c516.png,https://techbehemoths.com//company/cube-online,https://techbehemoths.com/,50.0,249.0,,
Hornet Marketing,Glebe,Australia,No Award,9-Feb,Branding,$250+/h,https://rest.techbehemoths.com/storage/images/companies/36432/923aa5233d5e9fd4c0f3775fff3ae073.png,https://techbehemoths.com//company/hornet-marketing,https://techbehemoths.com/,9.0,9.0,250.0,250.0
WSI Digital Web,Belfast,United Kingdom,No Award,Oct-49,Web Development,$30-70/h,https://rest.techbehemoths.com/storage/images/companies/39140/wsi_digital.png,https://techbehemoths.com//company/wsi-digital-web,https://techbehemoths.com/,49.0,49.0,30.0,70.0
Web Marketing Guru,Melbourne,Australia,No Award,9-Feb,SMM,Hourly chargest not mentioned,https://rest.techbehemoths.com/storage/images/companies/40974/7caffea68c97d8fc86894b19128b2e72.jpg,https://techbehemoths.com//company/web-marketing-guru,https://techbehemoths.com/,9.0,9.0,,
Max Art Advertising,Dubai,United Arab Emirates,No Award,9-Feb,Advertising,Hourly chargest not mentioned,https://rest.techbehemoths.com/storage/images/companies/15972/max_art_advertising.png,https://techbehemoths.com//company/max-art-advertising,https://techbehemoths.com/,9.0,9.0,,
Optimoz IT,Sharjah,United Arab Emirates,No Award,Oct-49,SMM,Hourly chargest not mentioned,https://rest.techbehemoths.com/storage/images/companies/40804/optimoz_it.png,https://techbehemoths.com//company/optimoz-it,https://techbehemoths.com/,49.0,49.0,,
Concept Marketing,Melbourne,Australia,No Award,Oct-49,Advertising,Head office in:,https://rest.techbehemoths.com/storage/images/companies/6132/0_8_1.png,https://techbehemoths.com//company/concept-marketing,https://techbehemoths.com/,49.0,49.0,,
360 Inc.,Dubai,United Arab Emirates,No Award,9-Feb,Advertising,Hourly chargest not mentioned,https://rest.techbehemoths.com/storage/images/companies/13275/360_inc.jpg,https://techbehemoths.com//company/360-inc,https://techbehemoths.com/,9.0,9.0,,
Sky High Advertising,Dubai,United Arab Emirates,No Award,Oct-49,Advertising,Hourly chargest not mentioned,https://rest.techbehemoths.com/storage/images/companies/7620/sky_high_advertising.png,https://techbehemoths.com//company/sky-high-advertising,https://techbehemoths.com/,49.0,49.0,,
DesignFort,Dubai,United Arab Emirates,No Award,Oct-49,Advertising,Hourly chargest not mentioned,https://rest.techbehemoths.com/storage/images/companies/15302/designfort.jpg,https://techbehemoths.com//company/designfort,https://techbehemoths.com/,49.0,49.0,,
Channel Digital,Twickenham,United Kingdom,No Award,9-Feb,Web Design,Head office in:,https://rest.techbehemoths.com/storage/images/companies/15440/channel_digital.jpg,https://techbehemoths.com//company/channel-digital,https://techbehemoths.com/,9.0,9.0,,
The Big Idea,Dubai,United Arab Emirates,No Award,Oct-49,Branding,Hourly chargest not mentioned,https://rest.techbehemoths.com/storage/images/companies/6974/the_big_idea.jpg,https://techbehemoths.com//company/the-big-idea,https://techbehemoths.com/,49.0,49.0,,
MakeWeb,Sydney,Australia,No Award,9-Feb,Web Development,$70-150/h,https://rest.techbehemoths.com/storage/images/companies/35837/makeweb_black_small.png,https://techbehemoths.com//company/makeweb,https://techbehemoths.com/,9.0,9.0,70.0,150.0
Sightline Design Boutique Studio,Dubai,United Arab Emirates,No Award,9-Feb,Advertising,Hourly chargest not mentioned,https://rest.techbehemoths.com/storage/images/companies/17186/sightline_design_boutique_studio.jpg,https://techbehemoths.com//company/sightline-design-boutique-studio,https://techbehemoths.com/,9.0,9.0,,
Simple Integrated Marketing,Unley,Australia,No Award,Oct-49,Advertising,Hourly chargest not mentioned,https://rest.techbehemoths.com/storage/images/companies/8483/8633450ce7d3a975291c3c8f17359fed.jpg,https://techbehemoths.com//company/simple-integrated-marketing,https://techbehemoths.com/,49.0,49.0,,
Cuberto,London,United Kingdom,No Award,Oct-49,Web Design,$70-150/h,https://rest.techbehemoths.com/storage/images/companies/49068/specia_logo.png,https://techbehemoths.com//company/cuberto,https://techbehemoths.com/,49.0,49.0,70.0,150.0
applickable,Docklands,Australia,No Award,9-Feb,Mobile App Development,$70-150/h,https://rest.techbehemoths.com/storage/images/companies/49923/2b202a405ed0d9d69e557aa22fd4ad72.png,https://techbehemoths.com//company/applickable,https://techbehemoths.com/,9.0,9.0,70.0,150.0
Qualascend,Dubai,United Arab Emirates,No Award,9-Feb,Web Development,$30-70/h,https://rest.techbehemoths.com/storage/images/companies/43420/d84b7c5135c4253afc32a44a582e8fa8.png,https://techbehemoths.com//company/qualascend,https://techbehemoths.com/,9.0,9.0,30.0,70.0
Sandbar Digital,London,United Kingdom,No Award,9-Feb,UX/UI Design,$70-150/h,https://rest.techbehemoths.com/storage/images/companies/50343/logo-square_1.png,https://techbehemoths.com//company/sandbar-digital,https://techbehemoths.com/,9.0,9.0,70.0,150.0
Click Click Media,Sydney,Australia,No Award,Oct-49,SEO,$30-70/h,https://rest.techbehemoths.com/storage/images/companies/30047/click_click_media_logo.png,https://techbehemoths.com//company/click-click-media,https://techbehemoths.com/,49.0,49.0,30.0,70.0
Psand Limited,Bristol,United Kingdom,No Award,9-Feb,Web Development,$150-250/h,https://rest.techbehemoths.com/storage/images/companies/37375/psand_limited.png,https://techbehemoths.com//company/psand-limited,https://techbehemoths.com/,9.0,9.0,150.0,250.0
Kick Interactive,Kent,United Kingdom,No Award,9-Feb,Web Development,$150-250/h,https://rest.techbehemoths.com/storage/images/companies/41368/kick_interactive_logo.jpg,https://techbehemoths.com//company/kick-interactive,https://techbehemoths.com/,9.0,9.0,150.0,250.0
Crisp Webdesign,London,United Kingdom,No Award,9-Feb,Print Design,$150-250/h,https://rest.techbehemoths.com/storage/images/companies/41373/crisp_webdesign_logo_1.png,https://techbehemoths.com//company/crisp-webdesign,https://techbehemoths.com/,9.0,9.0,150.0,250.0
Orange Interactive Technology,Dubai,United Arab Emirates,No Award,Oct-49,E-Commerce Development,<$30/h,https://rest.techbehemoths.com/storage/images/companies/21306/orange_interactive_technology.png,https://techbehemoths.com//company/orange-interactive-technology,https://techbehemoths.com/,49.0,49.0,30.0,30.0
Target Ink,Tunbridge Wells,United Kingdom,No Award,9-Feb,SEO,$150-250/h,https://rest.techbehemoths.com/storage/images/companies/37370/target_ink_ltd_logo.jpeg,https://techbehemoths.com//company/target-ink,https://techbehemoths.com/,9.0,9.0,150.0,250.0
Twelve PR,Chipping Norton,United Kingdom,No Award,9-Feb,PR,$150-250/h,https://rest.techbehemoths.com/storage/images/companies/35585/twelve_pr.jpg,https://techbehemoths.com//company/twelve-pr,https://techbehemoths.com/,9.0,9.0,150.0,250.0
Teksmobile/Teknowledge,London,United Kingdom,No Award,50-249,Mobile App Development,Head office in:,https://rest.techbehemoths.com/storage/images/companies/50835/b419085474abba432d21383c59d3a5b5.png,https://techbehemoths.com//company/teksmobileteknowledge,https://techbehemoths.com/,50.0,249.0,,
Hanno,Maidenhead,United Kingdom,No Award,9-Feb,Digital Strategy,$70-150/h,https://rest.techbehemoths.com/storage/images/companies/49744/ec5fb15018c707faebf42ba4ace5c65d.png,https://techbehemoths.com//company/hanno,https://techbehemoths.com/,9.0,9.0,70.0,150.0
Room 11,Jeddah,Saudi Arabia,No Award,9-Feb,Branding,$150-250/h,https://rest.techbehemoths.com/storage/images/companies/45424/99cddbcae4cf1e26d9e0151af0f0f126.jpeg,https://techbehemoths.com//company/room-11,https://techbehemoths.com/,9.0,9.0,150.0,250.0
My Social Agency,London,United Kingdom,No Award,9-Feb,SEO,$70-150/h,https://rest.techbehemoths.com/storage/images/companies/31130/my_social_agency.jpeg,https://techbehemoths.com//company/my-social-agency,https://techbehemoths.com/,9.0,9.0,70.0,150.0
The Web Surgery,Barnes,United Kingdom,No Award,9-Feb,Content Marketing,$150-250/h,https://rest.techbehemoths.com/storage/images/companies/31135/the_web_surgery_logo.png,https://techbehemoths.com//company/the-web-surgery,https://techbehemoths.com/,9.0,9.0,150.0,250.0
Cuberto,London,United Kingdom,No Award,Oct-49,Web Design,$70-150/h,https://rest.techbehemoths.com/storage/images/companies/49068/specia_logo.png,https://techbehemoths.com//company/cuberto,https://techbehemoths.com/,49.0,49.0,70.0,150.0
applickable,Docklands,Australia,No Award,9-Feb,Mobile App Development,$70-150/h,https://rest.techbehemoths.com/storage/images/companies/49923/2b202a405ed0d9d69e557aa22fd4ad72.png,https://techbehemoths.com//company/applickable,https://techbehemoths.com/,9.0,9.0,70.0,150.0
Nexus Websites Limited,Wigan,United Kingdom,No Award,9-Feb,SMM,$150-250/h,https://rest.techbehemoths.com/storage/images/companies/31137/nexus_websites_limited_logo.png,https://techbehemoths.com//company/nexus-websites-limited,https://techbehemoths.com/,9.0,9.0,150.0,250.0
Kikbits,Islamabad,Pakistan,No Award,9-Feb,Web Development,$30-70/h,https://rest.techbehemoths.com/storage/images/companies/49332/9ea213bbb5d579da3c8e8bcc0ddc4054.png,https://techbehemoths.com//company/kikbits,https://techbehemoths.com/,9.0,9.0,30.0,70.0
Exploding Phone,Manchester,United Kingdom,No Award,9-Feb,Mobile App Development,Head office in:,https://rest.techbehemoths.com/storage/images/companies/48649/exploding_phone_logo.png,https://techbehemoths.com//company/exploding-phone,https://techbehemoths.com/,9.0,9.0,,
Concept Communications,Stoke-on-Trent,United Kingdom,No Award,9-Feb,Content Marketing,$70-150/h,https://rest.techbehemoths.com/storage/images/companies/45791/e9382abe7f6d6787e3bf8f9d6216aeee.png,https://techbehemoths.com//company/concept-communications-1,https://techbehemoths.com/,9.0,9.0,70.0,150.0
Acrylic,Northwich,United Kingdom,No Award,9-Feb,Content Marketing,Hourly chargest not mentioned,https://rest.techbehemoths.com/storage/images/companies/37054/2aaa21a701441219409fd3fe081ff795.png,https://techbehemoths.com//company/acrylic,https://techbehemoths.com/,9.0,9.0,,
Glen Wheeler Ltd,Newcastle,United Kingdom,No Award,9-Feb,Web Design,$150-250/h,https://rest.techbehemoths.com/storage/images/companies/28474/glen_wheeler_ltd.jpg,https://techbehemoths.com//company/glen-wheeler-ltd,https://techbehemoths.com/,9.0,9.0,150.0,250.0
Colourways,Hertford,United Kingdom,No Award,50-249,SEO,$150-250/h,https://rest.techbehemoths.com/storage/images/companies/28294/colourways_logo.jpg,https://techbehemoths.com//company/colourways,https://techbehemoths.com/,50.0,249.0,150.0,250.0
Made Simple Media,London,United Kingdom,No Award,9-Feb,Web Design,Head office in:,https://rest.techbehemoths.com/storage/images/companies/38206/ab367c9d038a1376e6ac795b1a938643.jpeg,https://techbehemoths.com//company/made-simple-media,https://techbehemoths.com/,9.0,9.0,,
Pink Tiger Media,Penang,Malaysia,No Award,Oct-49,PR,Hourly chargest not mentioned,https://rest.techbehemoths.com/storage/images/companies/43740/pink_tiger_media.jpg,https://techbehemoths.com//company/pink-tiger-media,https://techbehemoths.com/,49.0,49.0,,
Principal Image,Altrincham,United Kingdom,No Award,9-Feb,Print Design,$150-250/h,https://rest.techbehemoths.com/storage/images/companies/42586/principal_image.jpg,https://techbehemoths.com//company/principal-image,https://techbehemoths.com/,9.0,9.0,150.0,250.0
Made Simple Media,London,United Kingdom,No Award,9-Feb,Web Design,Head office in:,https://rest.techbehemoths.com/storage/images/companies/38206/ab367c9d038a1376e6ac795b1a938643.jpeg,https://techbehemoths.com//company/made-simple-media,https://techbehemoths.com/,9.0,9.0,,
Concept Communications,Stoke-on-Trent,United Kingdom,No Award,9-Feb,Content Marketing,$70-150/h,https://rest.techbehemoths.com/storage/images/companies/45791/e9382abe7f6d6787e3bf8f9d6216aeee.png,https://techbehemoths.com//company/concept-communications-1,https://techbehemoths.com/,9.0,9.0,70.0,150.0
